genero,especie,numero,fechapol,fechamad,codigo,ubicacion,responsable,cantidad,disponible,archivo_origen
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-133 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-115 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-108 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-113 N-F,LOURDES RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-105 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Thailandia Lacre x Den. Ecuagenera Lacre,,,,PRH7668,P-129 N-D,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Thongchai Gold - Pinwattana x D. Rung Rot Pink 4N,,,,PRH8254-001,P-131 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Thongchai Gold - Pinwattana x D. Rung Rot Pink 4N,,,,PRH8254-001,P-128 N-C,VANESA LITUMA,0,0,REPLAN_STEFY.XLS
,Dendrobium Thongchai Gold - Pinwattana x Den. May Neal-uraiwan 4N,,,,PRH8164-001,P-129 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Thongchai Gold - Pinwattana x Den. May Neal-uraiwan 4N,,,,PRH8164-001,P-129 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Tong Chai Gold Pinwattana X Dendr Dr. Poych # 2 4N,,,,PRH8341-001,P-131 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Tong Chai Gold Pinwattana X Dendr Dr. Poych # 2 4N,,,,PRH8341-001,P-129 N-A,VANESA LITUMA,0,0,REPLAN_STEFY.XLS
,Dendrobium Tong Chai Gold Pinwattana X Dendr Dr. Poych # 2 4N,,,,PRH8341-001,P-129 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Ursula Strenge,,,,PRH5433,P-127 N-B,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Ursula Strenge,,,,PRH5433,P-127 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-107 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-108 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-107 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-114 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-111 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-105 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-105 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-109 N-F,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-108 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-108 N-C,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-132 N-C,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Jewels,,,,PRH11973,P-105 N-D,NUBE GOMEZ,0,13,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Sweet Sugar,,,,PRH9793,P-105 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Sweet Sugar,,,,PRH9793,P-109 N-A,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Sweet Sugar 'Uchucay',,,,PRH9793-001,P-106 N-A,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Sweet Sugar 'Uchucay',,,,PRH9793-001,P-115 N-F,MANUEL RUIZ,0,1,REPLAN_STEFY.XLS
,Dendrobium Uzhupud Sweet Sugar 'Uchucay',,,,PRH9793-001,P-106 N-E,MANUEL RUIZ,0,10,REPLAN_STEFY.XLS
,Dendrobium Victoria Pinky,,,,PIH7455,P-112 N-C,GENOVEVA VILLA,0,0,REPLAN_STEFY.XLS
,Dendrobium Visa Gualaceo x Den. Emma White,,,,PRH7666,P-128 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Walter Oumae-thongchai Gold x Rung Rot Pink,,,,PRH7132,P-129 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Walter Oumae-thongchai Gold x Rung Rot Pink 4N,,,,PRH7132-001,P-126 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Walter Oumae-thongchai Gold x Rung Rot Pink 4N,,,,PRH7132-001,P-108 N-B,,0,0,REPLAN_STEFY.XLS
,Dendrobium Wana Polu x Den. hellwigianum 4N L,,,,PIH19512-001,P-101 N-B,DANIELA ZHICAY,0,19,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-129 N-D,GENOVEVA VILLA,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-131 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-105 N-B,,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-128 N-D,VANESA LITUMA,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-129 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-129 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans,,,,PIS7417,P-106 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans L,,,,PIS7417-005,P-107 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans L,,,,PIS7417-005,P-108 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans L,,,,PIS7417-005,P-111 N-A,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans m 341,,,,PIS7417-001,P-126 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans m 341,,,,PIS7417-001,P-130 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans m 341,,,,PIS7417-001,P-107 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans m 341,,,,PIS7417-001,P-126 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans m 341,,,,PIS7417-001,P-107 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aberrans m 341,,,,PIS7417-001,P-112 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-120 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-110 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-120 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-133 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-107 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-112 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-115 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-114 N-C,GEOVANNY ZHININ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-105 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-132 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-111 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii GG bicolor,,,,PIH10775,P-109 N-D,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-104 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-105 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-112 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-112 N-C,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-133 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-132 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink x Den. cuthbertsonii white japan,,,,PIH12052,P-106 N-F,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-106 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-115 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-115 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-113 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-132 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-114 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-132 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-132 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-108 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-133 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-105 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-115 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-105 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-133 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis pink yellow lip x deep pink purple,,,,PIH10599,P-109 N-D,LOURDES RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii red yellow L,,,,PIH12865-001,P-112 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white,,,,PIH12392,P-109 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white,,,,PIH12392,P-115 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white,,,,PIH12392,P-103 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white,,,,PIH12392,P-106 N-F,LOURDES RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white L,,,,PIH12865-002,P-110 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white L,,,,PIH12865-002,P-115 N-A,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium agathodaemonis x Den. cuthbertsonii white L,,,,PIH12865-002,P-113 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-114 N-A,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-133 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-104 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-132 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-108 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-106 N-C,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-109 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-109 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-133 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-108 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum,,,,PIS11329,P-111 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum Wild Seeds,,,,PIS11329-001,P-113 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum pink purlple L,,,,PIS11329-003,P-105 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum pink purlple L,,,,PIS11329-003,P-105 N-E,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum pink purlple L,,,,PIS11329-003,P-105 N-D,DANIELA ZHICAY,0,28,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum wild Gualaceo,,,,PIS11329-002,P-108 N-F,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium alaticaulinum wild Gualaceo,,,,PIS11329-002,P-115 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-126 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-129 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-114 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-115 N-A,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-107 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-132 N-C,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile,,,,PIS3370,P-103 N-A,MANUEL RUIZ,0,5,REPLAN_STEFY.XLS
,Dendrobium amabile 4N,,,,PIS3370-001,P-128 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile 4N,,,,PIS3370-001,P-129 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile 4N,,,,PIS3370-001,P-129 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile 4N,,,,PIS3370-001,P-128 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile 4N,,,,PIS3370-001,P-109 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium amabile 4N,,,,PIS3370-001,P-108 N-F,ESTEBAN ÑAUTA,0,4,REPLAN_STEFY.XLS
,Dendrobium amboinense ´Zeldzaam` 4N,,,,PIS8113-002,P-129 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amboinense ´Zeldzaam` 4N,,,,PIS8113-002,P-127 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amboinense ´Zeldzaam` 4N,,,,PIS8113-002,P-102 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium amboinense ´Zeldzaam` 4N,,,,PIS8113-002,P-108 N-B,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium amboinense ´Zeldzaam` 4N,,,,PIS8113-002,P-103 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-109 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-128 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-127 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-131 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-127 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-127 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-103 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-113 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-115 N-C,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-108 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium annae,,,,PIS11362,P-114 N-B,NUBE GOMEZ,0,7,REPLAN_STEFY.XLS
,Dendrobium anosmum,,,,PRS5612,P-107 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium anosmum,,,,PRS5612,P-112 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium anosmum,,,,PRS5612,P-111 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium anosmum 4N,,,,PRS5612-002,P-108 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium anosmum 4N,,,,PRS5612-002,P-133 N-B,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium anosmum 4N,,,,PRS5612-002,P-132 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. pink,,,,PIS11381-003,P-134 N-F,MANUEL RUIZ,0,73,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. pink x f. white,,,,PIS11381-002,P-105 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. pink x f. white,,,,PIS11381-002,P-113 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. white x f. pink,,,,PIS11381-001,P-108 N-E,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. white x f. pink,,,,PIS11381-001,P-114 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. white x f. pink,,,,PIS11381-001,P-113 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aphanochilum f. white x f. pink,,,,PIS11381-001,P-109 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum,,,,PIS10580-001,P-106 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum,,,,PIS10580-001,P-106 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum,,,,PIS10580-001,P-115 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum,,,,PIS10580-001,P-104 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum,,,,PIS10580-001,P-113 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum,,,,PIS10580-001,P-103 N-B,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-109 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-104 N-F,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-103 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-105 N-A,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-112 N-C,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-112 N-D,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium armeniacum Caff. bullenianum x Den. petiolatum,,,,PIH11856,P-109 N-B,DANIELA ZHICAY,0,4,REPLAN_STEFY.XLS
,Dendrobium atroviolaceum,,,,PRS5147,P-129 N-C,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium atroviolaceum,,,,PRS5147,P-112 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium atroviolaceum,,,,PRS5147,P-103 N-B,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium atroviolaceum,,,,PRS5147,P-115 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium atroviolaceum 4N,,,,PRS5147-001,P-107 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium atroviolaceum 4N,,,,PRS5147-001,P-111 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-105 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-105 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-111 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-132 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-111 N-B,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-133 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-112 N-D,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-105 N-D,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-133 N-E,MANUEL RUIZ,0,2,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum,,,,PIS14146,P-132 N-C,NUBE GOMEZ,0,4,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum 'Uchucay',,,,PIS14146-001,P-102 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum 'Uchucay',,,,PIS14146-001,P-102 N-E,DANIELA ZHICAY,0,6,REPLAN_STEFY.XLS
,Dendrobium aurantiiflammeum 'Uchucay',,,,PIS14146-001,P-101 N-B,MANUEL RUIZ,0,30,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-129 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-126 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-110 N-A,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-111 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-111 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-109 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-109 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-104 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-107 N-C,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-105 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-111 N-B,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium bellatulum,,,,PIS6585,P-109 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
