F.SIEMBRA;CODIGO;ESPECIE;CLIMA;UBICACI;RESPONSABLE;S.VANA;S.STOCK;C.SOLIC;DISPONE;F.GERMI;E.CAPSU
28/7/2020;PRH14730       ;Brassolaeliocattleya Pastoral 'Inocence' x Laelia superbiens f. alba;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1200;0;11/9/2020;Cerrada   
21/7/2020;PRH14730       ;Brassolaeliocattleya Pastoral 'Inocence' x Laelia superbiens f. alba;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1200;0;2/10/2020;Cerrada   
11/8/2011;PRH8154        ;Brassolaeliocattleya Ports Of Paradise Esmerald Isle x Lc.Lee Long Ford Copper Quen x C Nigrella;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;1;400;0;-;Cerrada   
8/5/2015;PRH8154        ;Brassolaeliocattleya Ports Of Paradise Esmerald Isle x Lc.Lee Long Ford Copper Quen x C Nigrella;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;400;0;25/9/2015;Abierta   
7/8/2015;PRH8154        ;Brassolaeliocattleya Ports Of Paradise Esmerald Isle x Lc.Lee Long Ford Copper Quen x C Nigrella;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;400;0;27/11/2015;Abierta   
11/11/2011;PRH8285        ;Brassolaeliocattleya Ports of Paradise x Bc. Nobile's Bruno Bruno x C. Chocolate Drop;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;1;400;0;-;Cerrada   
5/5/2015;PRH8285        ;Brassolaeliocattleya Ports of Paradise x Bc. Nobile's Bruno Bruno x C. Chocolate Drop;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;400;0;22/5/2015;Abierta   
22/3/2018;PRH12845       ;Brassolaeliocattleya Ports of Paradise x Bc. Nobile's Bruno Bruno x C. Chocolate Drop 4N X Potinara Ruby Acc/abe;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;1200;0;2/7/2018;Abierta   
31/7/2018;PRH12845       ;Brassolaeliocattleya Ports of Paradise x Bc. Nobile's Bruno Bruno x C. Chocolate Drop 4N X Potinara Ruby Acc/abe;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1200;0;31/8/2018;Abierta   
14/9/2018;PRH12845       ;Brassolaeliocattleya Ports of Paradise x Bc. Nobile's Bruno Bruno x C. Chocolate Drop 4N X Potinara Ruby Acc/abe;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1200;0;5/10/2018;Abierta   
17/6/2019;PRH12845       ;Brassolaeliocattleya Ports of Paradise x Bc. Nobile's Bruno Bruno x C. Chocolate Drop 4N X Potinara Ruby Acc/abe;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;1200;0;16/8/2019;Abierta   
22/4/2014;PRH9991        ;Brassolaeliocattleya Ports of Paradise x Blc. Chia Lin New City;Warm ;P-131 N-C   ;PAOLA MEDINA        ;  ;0;800;0;-;Cerrada   
8/6/2023;PRH9991        ;Brassolaeliocattleya Ports of Paradise x Blc. Chia Lin New City;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;800;0;-;Abierta   
16/1/2024;PRH17792       ;Brassolaeliocattleya Purple The Best x Blc. Washington Post Blc Elizabeth x Blc. Mem Tieng X Rlc. Legend of Maui;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;600;0;-;Abierta   
16/2/2024;PRH17792       ;Brassolaeliocattleya Purple The Best x Blc. Washington Post Blc Elizabeth x Blc. Mem Tieng X Rlc. Legend of Maui;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;600;0;-;Abierta   
19/8/2011;PRH8163        ;Brassolaeliocattleya Samba Gift Hawaii x Lc. Mc 124 Bonanza Queen;Warm ;P-131 N-C   ;GENOVEVA VILLA      ;  ;1;      ;0;-;Cerrada   
25/4/2018;PRH12914       ;Brassolaeliocattleya Samba Gift Hawaii x Lc. Mc 124 Bonanza Queen X Brassolaeliocattleya Goldenzelle Orange Pun Pink Acc;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;26/5/2018;Cerrada   
16/2/2012;PRH8644        ;Brassolaeliocattleya San Yang Ruby H00122 x Blc. Fort Watson Mendenhall;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;0;400;0;-;Cerrada   
8/5/2015;PRH8644        ;Brassolaeliocattleya San Yang Ruby H00122 x Blc. Fort Watson Mendenhall;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;400;0;5/6/2015;Abierta   
24/2/2011;PRH7776        ;Brassolaeliocattleya Segundina Vizcarra Gloria x Blc. Pamela;  ;P-131 N-D   ;ANTONI              ;  ;1;400;0;-;Cerrada   
8/4/2011;PRH7776        ;Brassolaeliocattleya Segundina Vizcarra Gloria x Blc. Pamela;  ;P-131 N-D   ;GENOVEVA VILLA      ;  ;0;400;0;-;Abierta   
28/4/2015;PRH7776        ;Brassolaeliocattleya Segundina Vizcarra Gloria x Blc. Pamela;  ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;400;0;-;Abierta   
7/8/2015;PRH7776        ;Brassolaeliocattleya Segundina Vizcarra Gloria x Blc. Pamela;  ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;400;0;-;Abierta   
24/2/2016;PRH7776        ;Brassolaeliocattleya Segundina Vizcarra Gloria x Blc. Pamela;  ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;400;0;-;Abierta   
22/4/2025;PRH19569       ;Brassolaeliocattleya Shinfong Little Sun 'Ecuagenera Sunrise' x Rlc. Shinfong Unique;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;1;1200;3;-;Abierta   
13/1/2021;PRH14927       ;Brassolaeliocattleya South Ghyll x Prilo King X Schomburgkia splendida;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1200;0;-;Abierta   
26/4/2021;PRH14927       ;Brassolaeliocattleya South Ghyll x Prilo King X Schomburgkia splendida;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1200;0;-;Abierta   
30/3/2022;PRH14927       ;Brassolaeliocattleya South Ghyll x Prilo King X Schomburgkia splendida;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1200;0;-;Abierta   
2/6/2008;PRH6876        ;Brassolaeliocattleya Sp 4-10-24a x Blc. Dora Louise Coppen Lea;Warm ;P-          ;                    ;SI;0;      ;0;-;Semiabiert
31/7/2018;PRH13123       ;Brassolaeliocattleya Suzuki's Red Flare x Blc. Goldenzelle Orange Pun Pink Acc/aos;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1200;0;24/8/2018;Cerrada   
3/2/2023;PRH16179       ;Brassolaeliocattleya Suzuki's Red Flare x Blc. Haadyai Delight 'bangprom' X Potinara San Damaino x C. Chocolate Drop;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
31/3/2023;PRH16179       ;Brassolaeliocattleya Suzuki's Red Flare x Blc. Haadyai Delight 'bangprom' X Potinara San Damaino x C. Chocolate Drop;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
31/3/2023;PRH16179       ;Brassolaeliocattleya Suzuki's Red Flare x Blc. Haadyai Delight 'bangprom' X Potinara San Damaino x C. Chocolate Drop;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
4/12/2018;PRH13384       ;Brassolaeliocattleya Suzuki's Red Flare x Blc. Haadyai Delight 'bangprom' X Splc. Misty Girl Autumn Symphony 4385;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;1200;0;-;Abierta   
14/11/2018;PRH13336       ;Brassolaeliocattleya Suzuki's Red Flare x C. Chocolate Drop X Slc. Hirota 'Ruby Crown';Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;1500;0;19/1/2019;Abierta   
21/11/2019;PIH13942       ;Brassolaeliocattleya Suzuki's Red Flare x C. Chocolate Drop X Slc. Little Gold x Slc. Tzeng Beauty;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;1800;0;-;Abierta   
29/6/2011;PRH8104        ;Brassolaeliocattleya Termthong x Blc.Toshie Aoki x Blc. Samba Gift Hawaii;Warm ;P-131 N-C   ;GENOVEVA VILLA      ;  ;1;      ;0;-;Abierta   
22/1/2010;PRH7429        ;Brassolaeliocattleya Vicky Gold x Blc. Almakee;Warm ;P-131 N-C   ;EDISON LOJANO       ;  ;0;      ;0;-;Abierta   
22/1/2010;PRH7429        ;Brassolaeliocattleya Vicky Gold x Blc. Almakee;Warm ;P-          ;                    ;SI;0;      ;0;-;Semiabiert
8/6/2023;PRH7429        ;Brassolaeliocattleya Vicky Gold x Blc. Almakee;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;      ;0;-;Abierta   
15/3/2011;PRH7429-001    ;Brassolaeliocattleya Vicky Gold x Blc. Almakee 4N;Warm ;P-100       ;                    ;  ;0;      ;0;-;Abierta   
28/4/2015;PIH6308-001    ;Brassolaeliocattleya Vicky Nazareno Golden Daffodil H00654;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;400;0;21/8/2015;Abierta   
14/8/2014;PRH10284       ;Brassolaeliocattleya Vicky Nazareno Golden Daffodil x Blc. Chia Lin New City;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;1;400;0;29/8/2014;Abierta   
30/5/2024;PRH12631       ;Brassolaeliocattleya Vicky Nazareno Golden Daffodil x Blc. Goldenzelle X Cattleya Gertrude Horsemen x Cattleya Labiata ';Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;400;0;-;Abierta   
11/1/2018;PRH12631       ;Brassolaeliocattleya Vicky Nazareno Golden Daffodil x Blc. Goldenzelle X Cattleya Gertrude Horsemen x Cattleya Labiata ';Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;1;400;0;9/3/2018;Cerrada   
17/12/2019;PRH14369       ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc Durican AQ/AOS 'Aquarius' Hcc/AOS;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;1;1200;0;31/1/2020;Abierta   
30/9/2011;PRH8240        ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel;IW;P-131 N-C   ;GENOVEVA VILLA      ;  ;1;2000;0;-;Abierta   
14/8/2015;PRH8240        ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel;IW;P-131 N-D   ;MANUEL RUIZ         ;  ;0;2000;0;25/9/2015;Abierta   
24/2/2016;PRH8240        ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel;IW;P-131 N-B   ;MANUEL RUIZ         ;  ;0;2000;0;18/3/2016;Abierta   
4/7/2024;PRH16662       ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel X Blc. Shinfong Little Sun 'Young-Mi;IW;P-131 N-D   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
5/12/2023;PRH17552       ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel X Ctt. Andean Honey 'Cholita Cuencan;IW;P-131 N-B   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
16/5/2024;PRH17552       ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel X Ctt. Andean Honey 'Cholita Cuencan;IW;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
13/6/2023;PRH16596       ;Brassolaeliocattleya Waianae Leopard Ching Hua M127 x Blc. Dewy Forest Blumen Insel X Lc Mi Morena x Laelia tenebrosa;IW;P-131 N-C   ;MANUEL RUIZ         ;  ;1;2000;0;-;Abierta   
19/5/2011;PRH8020        ;Brassolaeliocattleya Wendys Valentine x Slc. Fire Magic 'Solar Flame';Warm ;P-131 N-C   ;GENOVEVA VILLA      ;  ;0;      ;0;-;Abierta   
17/4/2020;PRH14584       ;Brassolaeliocattleya Williette Wong 'the Best' X Blc. Sierra Blanca x Pamela Hetherington;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;22/5/2020;Abierta   
23/3/2018;PRH12829       ;Brassolaeliocattleya Williette Wong 'the Best' x Cattleya dowiana aurea;Warm ;P-          ;                    ;SI;0;1200;0;-;Abierta   
17/2/2017;PRH11995       ;Brassolaeliocattleya Yellow Pink Lip X Blc. Almakee x Aristocrat;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;1;1200;0;-;Abierta   
19/5/2017;PRH11995       ;Brassolaeliocattleya Yellow Pink Lip X Blc. Almakee x Aristocrat;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1200;0;-;Abierta   
6/3/2018;PRH12806       ;Brassolaeliocattleya Yonges Island Newberry x Cattleya Sierra Balnca 'Mounth Whitney' Am/aos;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;1;800;0;-;Cerrada   
14/11/2022;PRH12806       ;Brassolaeliocattleya Yonges Island Newberry x Cattleya Sierra Balnca 'Mounth Whitney' Am/aos;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;800;0;-;Abierta   
30/5/2024;PRH12806       ;Brassolaeliocattleya Yonges Island Newberry x Cattleya Sierra Balnca 'Mounth Whitney' Am/aos;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;800;2;-;Abierta   
25/3/2023;PRH16333       ;Brassolaeliocattleya Young Kong ' Sun 16'  M169 x Brassolaeliocattleya Goldenzelle 'Lemon Chiffon';Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;-;Cerrada   
22/2/2019;PRH13535       ;Brassolaeliocattleya Young Kong ' Sun 16'  M169 x Potinara M161 Haw Yuan Gold Yk#2;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
26/5/2015;PIS10858       ;Broughtonia domingensis;Intermedio ;P-109 N-D   ;MANUEL RUIZ         ;  ;1;800;0;-;Abierta   
29/1/2016;PIS10858       ;Broughtonia domingensis;Intermedio ;P-102 N-D   ;ANTONIO TENELANDA   ;  ;0;800;0;-;Abierta   
6/9/2016;PIS10858       ;Broughtonia domingensis;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
1/5/2011;PIS8527        ;Broughtonia lindenii;Warm ;P-          ;                    ;  ;0;      ;0;-;Abierta   
16/11/2011;PIS7740        ;Broughtonia sanguinea;Warm ;P-102 N-E   ;ANTONIO TENELANDA   ;  ;1;      ;0;-;Abierta   
20/12/2012;PIS7740        ;Broughtonia sanguinea;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Abierta   
5/3/2013;PIS7740        ;Broughtonia sanguinea;Warm ;P-          ;                    ;  ;1;      ;0;-;Abierta   
22/12/2015;PIS7410        ;Bulbophyllum abbreviatum;Warm ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;800;0;-;Cerrada   
15/2/2016;PIS7410        ;Bulbophyllum abbreviatum;Warm ;P-          ;                    ;  ;1;800;0;-;Abierta   
21/5/2019;PIS7410        ;Bulbophyllum abbreviatum;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
26/1/2016;PIS7410        ;Bulbophyllum abbreviatum;Warm ;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;800;0;15/4/2016;Cerrada   
18/12/2017;PIS7410-001    ;Bulbophyllum abbreviatum 003072;Warm ;P-102 N-A   ;MANUEL RUIZ         ;  ;0;700;0;-;Cerrada   
29/12/2017;PIS7410-002    ;Bulbophyllum abbreviatum 003101;Warm ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;700;0;17/2/2018;Cerrada   
18/10/2012;PIS8018        ;Bulbophyllum aestivale;Warm ;P-          ;                    ;SI;0;800;0;-;Cerrada   
17/4/2013;PIS8018-001    ;Bulbophyllum aestivale 003173;Warm ;P-102 N-E   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Abierta   
17/9/2015;PIS11359       ;Bulbophyllum agastor;Intermedio ;P-101 N-A   ;PAOLA MEDINA        ;  ;0;1000;0;-;Abierta   
19/9/2021;PIS9526-001    ;Bulbophyllum ankylochele L;Warm ;P-          ;                    ;  ;0;700;0;-;Abierta   
8/11/2017;PRS4884-001    ;Bulbophyllum auratum f. flava;IW;P-102 N-D   ;MANUEL RUIZ         ;  ;1;800;0;5/1/2018;Cerrada   
29/8/2018;PRS4884-001    ;Bulbophyllum auratum f. flava;IW;P-102 N-D   ;MANUEL RUIZ         ;  ;0;800;0;21/12/2018;Abierta   
28/2/2024;PIS5244        ;Bulbophyllum barbigerum;Warm ;P-          ;                    ;SI;0;900;0;-;Abierta   
17/10/2017;PIS5244        ;Bulbophyllum barbigerum;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;900;0;16/11/2017;Cerrada   
31/10/2017;PIS5244        ;Bulbophyllum barbigerum;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;900;0;15/12/2017;Cerrada   
13/3/2020;PIS5244        ;Bulbophyllum barbigerum;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;900;0;17/4/2020;Cerrada   
24/3/2020;PIS5244        ;Bulbophyllum barbigerum;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;900;0;8/5/2020;Cerrada   
4/3/2024;PIS5244-003    ;Bulbophyllum barbigerum (Autopoli);Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;900;0;-;Abierta   
3/2/2025;PIS5244-003    ;Bulbophyllum barbigerum (Autopoli);Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;900;3;-;Cerrada   
6/2/2012;PIS4200        ;Bulbophyllum bicolor;IW;P-101 N-B   ;ANTONIO TENELANDA   ;  ;1;      ;0;-;Semiabiert
23/11/2012;PIS4200        ;Bulbophyllum bicolor;IW;P-102 N-B   ;ANTONIO TENELANDA   ;  ;1;      ;0;-;Cerrada   
19/12/2013;PIS4200        ;Bulbophyllum bicolor;IW;P-          ;                    ;  ;1;      ;0;-;Abierta   
16/12/2013;PIS7415        ;Bulbophyllum biflorum;Warm ;P-101 N-F   ;PAOLA MEDINA        ;  ;0;500;0;-;Abierta   
12/12/2014;PIS7415        ;Bulbophyllum biflorum;Warm ;P-          ;                    ;  ;1;500;0;-;Abierta   
5/12/2014;PIS7415        ;Bulbophyllum biflorum;Warm ;P-102 N-A   ;MANUEL RUIZ         ;  ;0;500;0;16/1/2015;Abierta   
28/1/2015;PIS7415        ;Bulbophyllum biflorum;Warm ;P-109 N-E   ;MANUEL RUIZ         ;  ;0;500;0;9/3/2015;Abierta   
28/3/2019;PIS12893       ;Bulbophyllum bolsteri;Warm ;P-102 N-F   ;MANUEL RUIZ         ;  ;0;1800;0;25/5/2019;Abierta   
11/4/2019;PIS12893       ;Bulbophyllum bolsteri;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1800;0;6/7/2019;Abierta   
20/6/2018;PIS9132        ;Bulbophyllum calceolus;Warm ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;600;0;-;Cerrada   
10/7/2015;PIS9132        ;Bulbophyllum calceolus;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;1;600;0;28/8/2015;Cerrada   
23/3/2016;PIS9132        ;Bulbophyllum calceolus;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;600;0;9/7/2016;Abierta   
22/5/2018;PIS9132        ;Bulbophyllum calceolus;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;600;0;3/8/2018;Cerrada   
9/3/2012;PRS4881-001    ;Bulbophyllum carunculatum 002864;IW;P-101 N-D   ;ANTONIO TENELANDA   ;  ;1;300;0;-;Cerrada   
6/3/2015;PRS4881-001    ;Bulbophyllum carunculatum 002864;IW;P-101 N-B   ;MANUEL RUIZ         ;  ;0;300;0;2/4/2015;Abierta   
18/7/2014;PIS7331        ;Bulbophyllum catenulatum;Warm ;P-101 N-E   ;ANTONIO TENELANDA   ;  ;0;500;0;-;Cerrada   
2/2/2018;PIS7331        ;Bulbophyllum catenulatum;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;500;0;4/6/2018;Abierta   
3/9/2014;PIS7282        ;Bulbophyllum cephalophorum;Warm ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;500;0;6/10/2014;Cerrada   
5/9/2014;PIS7282-001    ;Bulbophyllum cephalophorum 003205;Warm ;P-101 N-E   ;PAOLA MEDINA        ;  ;0;500;0;6/10/2014;Cerrada   
6/3/2015;PIS2345        ;Bulbophyllum collettii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;400;0;10/4/2015;Abierta   
17/2/2017;PIS2345        ;Bulbophyllum collettii;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;400;0;13/4/2017;Abierta   
1/8/2011;PIS2345-001    ;Bulbophyllum collettii 002721;Intermedio ;P-102 N-B   ;ANTONIO TENELANDA   ;  ;1;      ;0;-;Cerrada   
23/7/2012;PIS2345-001    ;Bulbophyllum collettii 002721;Intermedio ;P-          ;                    ;  ;1;      ;0;-;Abierta   
13/11/2018;PIS12950       ;Bulbophyllum comosum;Warm ;P-          ;                    ;  ;0;800;0;-;Abierta   
3/4/2018;PIS7856        ;Bulbophyllum corolliferum;Warm ;P-102 N-C   ;MANUEL RUIZ         ;  ;0;1000;0;15/6/2018;Cerrada   
17/11/2023;PIS9931        ;Bulbophyllum cruentum;Warm ;P-          ;                    ;SI;0;900;0;-;Abierta   
12/11/2019;PIS9931        ;Bulbophyllum cruentum;Warm ;P-102 N-C   ;EDISON LOJANO       ;  ;0;900;0;13/12/2019;Cerrada   
21/11/2019;PIS9931        ;Bulbophyllum cruentum;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;900;0;13/12/2019;Abierta   
3/3/2011;PIS4419        ;Bulbophyllum cumingii;Warm ;P-102 N-D   ;ANTONIO TENELANDA   ;  ;0;1000;0;-;Cerrada   
21/8/2017;PIS4419        ;Bulbophyllum cumingii;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;1;1000;0;22/12/2017;Cerrada   
9/3/2012;PIS4419-002    ;Bulbophyllum cumingii 002376;Warm ;P-102 N-C   ;ANTONIO TENELANDA   ;  ;0;300;0;-;Semiabiert
21/8/2012;PIS4419-003    ;Bulbophyllum cumingii 002717;Warm ;P-116 N-D   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
2/4/2013;PIS4419-010    ;Bulbophyllum cumingii aff 003127 x self;Warm ;P-102 N-E   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
24/6/2014;PIS2347        ;Bulbophyllum dearei;IW;P-101 N-B   ;PATRICIA ZHIÑIN     ;  ;0;      ;0;-;Cerrada   
2/8/2012;PIS2347-001    ;Bulbophyllum dearei 003051;IW;P-102 N-E   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
23/10/2012;PIS2347-001    ;Bulbophyllum dearei 003051;IW;P-          ;                    ;  ;1;      ;0;-;Cerrada   
23/7/2014;PIS2347-003    ;Bulbophyllum dearei 003051 x self;IW;P-101 N-B   ;ANTONIO TENELANDA   ;  ;0;      ;0;21/11/2014;Abierta   
28/11/2013;PRS4876        ;Bulbophyllum echinolabium;Intermedio ;P-102 N-D   ;PAOLA MEDINA        ;  ;1;700;0;-;Cerrada   
8/6/2023;PRS4876        ;Bulbophyllum echinolabium;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;1;700;0;-;Abierta   
26/10/2016;PRS9598        ;Bulbophyllum elisae;Warm ;P-          ;                    ;  ;1;500;0;-;Abierta   
23/4/2019;PRS9598        ;Bulbophyllum elisae;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
16/9/2014;PRS9598        ;Bulbophyllum elisae;Warm ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;500;0;30/10/2014;Abierta   
16/9/2016;PRS9598        ;Bulbophyllum elisae;Warm ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;500;0;9/12/2016;Cerrada   
12/2/2015;PRS9598-001    ;Bulbophyllum elisae 4N;Warm ;P-101 N-A   ;                    ;  ;0;500;0;-;Abierta   
29/8/2017;PIS0084        ;Bulbophyllum exaltatum;Intermedio ;P-102 N-D   ;PAOLA MEDINA        ;  ;0;800;0;27/10/2017;Cerrada   
21/9/2012;PIS8229        ;Bulbophyllum falcatum;Warm ;P-102 N-E   ;ANTONIO TENELANDA   ;  ;0;400;0;-;Abierta   
24/10/2017;PRS4886        ;Bulbophyllum fascinator;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;1;1000;0;8/12/2017;Cerrada   
12/1/2018;PRS4886        ;Bulbophyllum fascinator;Intermedio ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;26/1/2018;Abierta   
8/2/2013;PRS4886-003    ;Bulbophyllum fascinator corazonae;Intermedio ;P-109 N-E   ;ANTONIO TENELANDA   ;  ;0;350;0;-;Abierta   
26/5/2015;PRS4886-003    ;Bulbophyllum fascinator corazonae;Intermedio ;P-          ;                    ;  ;1;350;0;-;Abierta   
5/8/2014;PRS4886-003    ;Bulbophyllum fascinator corazonae;Intermedio ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;1;350;0;18/9/2014;Cerrada   
3/10/2017;PRS4886-003    ;Bulbophyllum fascinator corazonae;Intermedio ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;350;0;11/12/2017;Cerrada   
27/3/2018;PRS4886-006    ;Bulbophyllum fascinator var. hampaliana;Intermedio ;P-101 N-A   ;MANUEL RUIZ         ;  ;1;1000;0;-;Cerrada   
10/10/2018;PRS4886-006    ;Bulbophyllum fascinator var. hampaliana;Intermedio ;P-102 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
5/12/2018;PRS4886-006    ;Bulbophyllum fascinator var. hampaliana;Intermedio ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
17/9/2015;PRS4886-005    ;Bulbophyllum fascinator xanthinum;Intermedio ;P-101 N-A   ;PAOLA MEDINA        ;  ;0;1000;0;-;Abierta   
19/6/2024;PRS10463       ;Bulbophyllum fenestratum;Warm ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;900;0;-;Abierta   
28/1/2020;PRS10463       ;Bulbophyllum fenestratum;Warm ;P-102 N-F   ;MANUEL RUIZ         ;  ;1;900;0;6/3/2020;Cerrada   
29/8/2014;PIS7496        ;Bulbophyllum frostii;Intermedio ;P-101 N-C   ;ANTONIO TENELANDA   ;  ;0;900;0;-;Abierta   
5/7/2018;PIS7496        ;Bulbophyllum frostii;Intermedio ;P-101 N-D   ;ANTONIO TENELANDA   ;  ;0;900;0;-;Cerrada   
10/7/2018;PIS7496        ;Bulbophyllum frostii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;1;900;0;-;Cerrada   
23/2/2019;PIS7496        ;Bulbophyllum frostii;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
14/9/2018;PIS7496        ;Bulbophyllum frostii;Intermedio ;P-102 N-F   ;MANUEL RUIZ         ;  ;0;900;0;24/11/2018;Abierta   
29/8/2014;PIS7496-002    ;Bulbophyllum frostii 4N;Intermedio ;P-108 N-D   ;                    ;  ;0;1500;0;-;Abierta   
6/2/2024;PIS8478        ;Bulbophyllum gracillimum;IW;P-101 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
