F.SIEMBRA;CODIGO;ESPECIE;CLIMA;UBICACI;RESPONSABLE;S.VANA;S.STOCK;C.SOLIC;DISPONE;F.GERMI;E.CAPSU
7/9/2011;PRH5468        ;Phalaenopsis White Pink Lip x Phal. White Yellow Lip;Warm ;P-131 N-D   ;GENOVEVA VILLA      ;  ;0;600;0;-;Abierta   
23/1/2015;PRH5468        ;Phalaenopsis White Pink Lip x Phal. White Yellow Lip;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;600;0;-;Abierta   
24/3/2015;PRH5468        ;Phalaenopsis White Pink Lip x Phal. White Yellow Lip;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;600;0;-;Abierta   
11/12/2015;PRH5468        ;Phalaenopsis White Pink Lip x Phal. White Yellow Lip;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;600;0;-;Abierta   
8/1/2015;PRH5468        ;Phalaenopsis White Pink Lip x Phal. White Yellow Lip;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;600;0;13/2/2015;Abierta   
7/9/2011;PRH5468-001    ;Phalaenopsis White Pink Lip x Phal. White Yellow Lip 4N;Warm ;P-131 N-C   ;                    ;  ;0;600;0;-;Cerrada   
21/12/2011;PRH8343        ;Phalaenopsis White With Red Spot X Phal.Sogo Black Orchids Ec300;Warm ;P-          ;                    ;SI;0;      ;0;-;Cerrada   
9/1/2012;PRH8343        ;Phalaenopsis White With Red Spot X Phal.Sogo Black Orchids Ec300;Warm ;P-          ;ANTONIO TENELANDA   ;SI;0;      ;0;-;Cerrada   
5/4/2012;PRH8734        ;Phalaenopsis White Yellow Lip x Dtps. Orglad White Puff H00247;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;1;1000;0;-;Cerrada   
23/4/2012;PRH8734        ;Phalaenopsis White Yellow Lip x Dtps. Orglad White Puff H00247;Warm ;P-131 N-D   ;ANTONIO TENELANDA   ;  ;0;1000;0;-;Cerrada   
7/7/2015;PRH8734        ;Phalaenopsis White Yellow Lip x Dtps. Orglad White Puff H00247;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
4/5/2017;PRH8734        ;Phalaenopsis White Yellow Lip x Dtps. Orglad White Puff H00247;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
9/1/2015;PRH8734        ;Phalaenopsis White Yellow Lip x Dtps. Orglad White Puff H00247;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;1000;0;13/2/2015;Abierta   
13/10/2015;PRH11061       ;Phalaenopsis White Yellow Lip x Phalaenopsis Madre Salesia White;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1500;0;31/10/2015;Abierta   
12/1/2018;PRH12081       ;Phalaenopsis White Yellow Lip x Phalaenopsis White Pink Lip;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
5/4/2017;PRH12081       ;Phalaenopsis White Yellow Lip x Phalaenopsis White Pink Lip;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;21/4/2017;Cerrada   
4/5/2017;PRH12081       ;Phalaenopsis White Yellow Lip x Phalaenopsis White Pink Lip;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;1500;0;29/5/2017;Abierta   
22/3/2012;PIS8791        ;Phalaenopsis wilsonii;Warm ;P-101 N-A   ;ANTONIO TENELANDA   ;  ;0;1000;0;-;Cerrada   
23/3/2022;PIS8791-001    ;Phalaenopsis wilsonii L;Warm ;P-          ;                    ;  ;0;1000;0;-;Abierta   
8/9/2011;PRH7691        ;Phalaenopsis Withe Yellow Lip x Phal. Withe Pink Lip;Warm ;P-131 N-D   ;GENOVEVA VILLA      ;  ;1;      ;0;-;Abierta   
10/11/2015;PRH11116       ;Phalaenopsis Yellow with Stripe x Phalaenopsis GF-10;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;2000;0;24/12/2015;Cerrada   
20/3/2017;PRH12032       ;Phalaenopsis Yellow-Pink Edge x Phal. Cuttite-Pink Edge;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;28/4/2017;Cerrada   
12/6/2014;PRH10096       ;Phalaenopsis Yu Pin Leopard # 2 h00300 x Phal. Taiwan Red Cat;Warm ;P-131 N-D   ;PAOLA MEDINA        ;  ;0;      ;0;-;Cerrada   
16/2/2018;PRH12693       ;Phalaenopsis Yu Pin Leopard # 2 h00300 x Phalaenopsis IM-210;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1500;0;9/3/2018;Cerrada   
3/9/2013;PRH9660        ;Phalaenopsis Yu Pin Leopard x Phal. Ember 'chin Hua';Warm ;P-131 N-C   ;PAOLA MEDINA        ;  ;0;      ;0;-;Cerrada   
13/5/2014;PIS7340        ;Phalaenopsis zebrina;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;0;400;0;-;Cerrada   
7/10/2020;PRE13917-001   ;Philodendron dodsonii type;IW;P-102 N-A   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
17/9/2020;PRE2221-002    ;Philodendron esmeraldense narrow;IW;P-101 N-A   ;MANUEL RUIZ         ;  ;1;20000;0;-;Abierta   
18/9/2020;PRE7185        ;Philodendron furcatum;Warm ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;20000;0;23/10/2020;Abierta   
21/5/2020;PRE13940-001   ;Philodendron grandipes (Autopoli);Intermedio ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;4000;0;13/6/2020;Abierta   
1/3/2019;PRE2225-004    ;Philodendron linnaei (Autopoli);IW;P-102 N-E   ;MANUEL RUIZ         ;  ;1;600;0;-;Abierta   
12/3/2019;PRE2225-004    ;Philodendron linnaei (Autopoli);IW;P-102 N-D   ;MANUEL RUIZ         ;  ;0;600;0;-;Abierta   
19/9/2020;PRE14474       ;Philodendron magnum;IW;P-101 N-B   ;MANUEL RUIZ         ;  ;0;10000;0;-;Abierta   
17/9/2020;PRE14474       ;Philodendron magnum;IW;P-101 N-A   ;MANUEL RUIZ         ;  ;1;10000;0;23/10/2020;Abierta   
2/9/2020;PRE2208        ;Philodendron melanochrysum;IW;P-102 N-E   ;MANUEL RUIZ         ;  ;0;15000;0;23/9/2020;Abierta   
6/1/2021;PRE14933       ;Philodendron nangaritense x Philodendron patriciae;Intermedio ;P-          ;                    ;SI;1;      ;0;-;Abierta   
19/1/2021;PRE14933       ;Philodendron nangaritense x Philodendron patriciae;Intermedio ;P-102 N-A   ;MANUEL RUIZ         ;  ;0;      ;0;-;Abierta   
4/7/2020;PRE13228-003   ;Philodendron pastazanum (Autopoli);Intermedio ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;3000;0;31/7/2020;Abierta   
19/1/2021;PRE2238        ;Philodendron patriciae;IW;P-102 N-A   ;MANUEL RUIZ         ;  ;0;20000;0;-;Abierta   
28/3/2019;PRE2238-001    ;Philodendron patriciae (Autopoli);IW;P-102 N-F   ;MANUEL RUIZ         ;  ;0;20000;0;11/5/2019;Abierta   
12/3/2019;PRE11770-001   ;Philodendron pulchrum (Autopoli);Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;4000;0;11/4/2019;Abierta   
1/3/2019;PRE11770-001   ;Philodendron pulchrum (Autopoli);Intermedio ;P-116 N-F   ;MANUEL RUIZ         ;  ;1;4000;0;29/4/2019;Abierta   
17/9/2020;PRE13706       ;Philodendron roseocataphyllum;IW;P-101 N-A   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
22/9/2020;PRE13706       ;Philodendron roseocataphyllum;IW;P-101 N-B   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
18/9/2020;PRE13706       ;Philodendron roseocataphyllum;IW;P-101 N-A   ;MANUEL RUIZ         ;  ;1;5000;0;23/10/2020;Abierta   
2/7/2019;PRE2234-002    ;Philodendron rugosum (Autopoli);IW;P-102 N-C   ;MANUEL RUIZ         ;  ;0;4000;0;2/8/2019;Abierta   
22/5/2020;PRE2234-002    ;Philodendron rugosum (Autopoli);IW;P-101 N-B   ;MANUEL RUIZ         ;  ;0;4000;0;13/6/2020;Abierta   
10/5/2022;PRE13378       ;Philodendron ruizii;Intermedio ;P-          ;                    ;SI;0;      ;0;-;Abierta   
28/5/2019;PRE13830-001   ;Philodendron sherberichii (Autopoli);Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
17/3/2020;PRE5476-092    ;Philodendron sp Chical;Warm ;P-101 N-A   ;MANUEL RUIZ         ;  ;0;4000;0;3/4/2020;Abierta   
26/9/2019;PRE2241-002    ;Philodendron tenue (Autopoli);IW;P-          ;                    ;SI;0;5000;0;-;Cerrada   
25/9/2019;PRE2241-002    ;Philodendron tenue (Autopoli);IW;P-101 N-A   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
18/9/2020;PRE2244-026    ;Philodendron verrucosum Apolo;IW;P-127 N-C   ;MANUEL RUIZ         ;  ;0;10000;0;9/10/2020;Abierta   
17/9/2020;PRE2244-026    ;Philodendron verrucosum Apolo;IW;P-101 N-A   ;MANUEL RUIZ         ;  ;1;10000;0;23/10/2020;Abierta   
21/4/2025;PRS17872-002   ;Phloeophila sp 'Tink' (Autopoli);Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;600;1;-;Cerrada   
24/4/2025;PRS17872-002   ;Phloeophila sp 'Tink' (Autopoli);Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;600;0;-;Cerrada   
18/6/2020;PRH14707       ;Phragmipedium Achental;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;1200;0;21/8/2020;Abierta   
2/3/2010;PRH7612        ;Phragmipedium Acker's Beauty;IC;P-101 N-D   ;EDISON LOJANO       ;  ;0;2500;0;-;Abierta   
14/12/2017;PRH7612        ;Phragmipedium Acker's Beauty;IC;P-102 N-B   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
20/8/2018;PRH7612        ;Phragmipedium Acker's Beauty;IC;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
20/10/2017;PRH7612        ;Phragmipedium Acker's Beauty;IC;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;8/12/2017;Cerrada   
15/8/2018;PRH7612        ;Phragmipedium Acker's Beauty;IC;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;19/10/2018;Abierta   
30/5/2019;PRH13884       ;Phragmipedium Acker's Beauty x Phragmipedium besseae;IC;P-101 N-D   ;MANUEL RUIZ         ;  ;0;      ;0;-;Abierta   
19/7/2019;PRH13884-001   ;Phragmipedium Acker's Beauty x Phragmipedium besseae;IC;P-101 N-D   ;MANUEL RUIZ         ;  ;0;      ;0;-;Abierta   
13/3/2020;PRH13884-001   ;Phragmipedium Acker's Beauty x Phragmipedium besseae;IC;P-101 N-E   ;MANUEL RUIZ         ;  ;0;      ;0;-;Abierta   
21/8/2019;PRH14043       ;Phragmipedium Acker's Beauty x Phragmipedium caudatum 'Giganteum var cusco';IC;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2000;0;-;Abierta   
27/3/2020;PRH14562       ;Phragmipedium Acker's Beauty x Phragmipedium Hanne Popow;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
6/9/2018;PRH13190       ;Phragmipedium Acker's Beauty x Phragmipedium kovachii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
5/7/2019;PRH13190       ;Phragmipedium Acker's Beauty x Phragmipedium kovachii;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
31/7/2020;PRH13190       ;Phragmipedium Acker's Beauty x Phragmipedium kovachii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
17/12/2019;PRH13190       ;Phragmipedium Acker's Beauty x Phragmipedium kovachii;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;5000;0;28/3/2020;Abierta   
31/12/2019;PRH13190       ;Phragmipedium Acker's Beauty x Phragmipedium kovachii;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;5000;0;28/3/2020;Abierta   
15/1/2020;PRH13190       ;Phragmipedium Acker's Beauty x Phragmipedium kovachii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;5000;0;28/3/2020;Abierta   
26/7/2019;PRH13998       ;Phragmipedium Acker's Beauty x Phragmipedium pearcei;IC;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
24/12/2019;PRH14382       ;Phragmipedium Acker's Beauty x Phragmipedium Yelva Myhre;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
15/1/2020;PRH14441       ;Phragmipedium Acker's Beauty x Phragmipedium Zapatilla de la Virgen;IC;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2000;0;-;Abierta   
12/9/2018;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
16/8/2019;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
5/10/2018;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;4/1/2019;Abierta   
24/7/2019;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;26/9/2019;Abierta   
31/7/2019;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;26/9/2019;Abierta   
13/8/2019;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;18/10/2019;Abierta   
8/8/2019;PRH13188       ;Phragmipedium Acker's Berry;Intermedio ;P-101 N-D   ;PAOLA MEDINA        ;  ;0;2500;0;27/12/2019;Cerrada   
3/3/2020;PRH14500       ;Phragmipedium Acker's Dawn;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
8/6/2020;PRH14500       ;Phragmipedium Acker's Dawn;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
1/9/2020;PRH14500       ;Phragmipedium Acker's Dawn;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
8/6/2020;PRH14500       ;Phragmipedium Acker's Dawn;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;14/8/2020;Abierta   
22/3/2018;PRH12830       ;Phragmipedium Ainsworthii;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;2000;0;-;Abierta   
25/6/2024;PRH18222       ;Phragmipedium Ainsworthii x Phragmipedium kovachii;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
25/6/2024;PRH18222       ;Phragmipedium Ainsworthii x Phragmipedium kovachii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
27/9/2024;PRH18222       ;Phragmipedium Ainsworthii x Phragmipedium kovachii;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
26/7/2024;PRH18329       ;Phragmipedium Ainsworthii x Phragmipedium Peruflora's Cirila Alca;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1200;0;-;Abierta   
30/5/2014;PRH10044       ;Phragmipedium Alex Portilla;Intermedio ;P-102 N-D   ;ANTONIO TENELANDA   ;  ;0;3000;0;-;Cerrada   
4/5/2022;PRH15587       ;Phragmipedium Alex Portilla x Phragmipedium Incan Treasure;IW;P-101 N-D   ;MANUEL RUIZ         ;  ;0;950;0;-;Abierta   
6/1/2022;PRH14944       ;Phragmipedium Alex Portilla X Phragmipedium kovachii;IW;P-101 N-E   ;MANUEL RUIZ         ;  ;0;5000;0;-;Abierta   
14/2/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;-;Cerrada   
20/2/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-102 N-B   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
26/8/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
28/8/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
28/8/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
8/9/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-          ;                    ;  ;1;2500;0;-;Abierta   
15/1/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;28/3/2020;Abierta   
23/1/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;28/3/2020;Abierta   
28/2/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;15/5/2020;Cerrada   
13/3/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;15/5/2020;Abierta   
20/2/2020;PRH14440       ;Phragmipedium Anahi Carchi;Intermedio ;P-102 N-B   ;MANUEL RUIZ         ;  ;0;2500;0;22/5/2020;Abierta   
22/12/2015;PRH11157       ;Phragmipedium Andean Fire;Intermedio ;P-101 N-A   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
17/12/2021;PRH15323       ;Phragmipedium Andean Fire x Phragmipedium Peruflora's Cirila Alca;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2000;0;-;Abierta   
7/11/2013;PRH9725        ;Phragmipedium Andean Tears;Intermedio ;P-102 N-D   ;PAOLA MEDINA        ;  ;1;1000;0;-;Cerrada   
15/5/2017;PRH9725        ;Phragmipedium Andean Tears;Intermedio ;P-101 N-A   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
12/6/2018;PRH13057       ;Phragmipedium Andean Winds;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Cerrada   
20/6/2018;PRH13057       ;Phragmipedium Andean Winds;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
15/8/2018;PRH13057       ;Phragmipedium Andean Winds;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
14/12/2018;PRH13057       ;Phragmipedium Andean Winds;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
25/9/2020;PRH13057       ;Phragmipedium Andean Winds;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
7/8/2018;PRH13057       ;Phragmipedium Andean Winds;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;23/11/2018;Cerrada   
20/8/2018;PRH13057-001   ;Phragmipedium Andean Winds My Dream;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
19/10/2011;PRS1373        ;Phragmipedium andreettae;Intermedio ;P-101 N-E   ;ANTONIO TENELANDA   ;  ;1;1500;0;-;Cerrada   
5/8/2016;PRS1373        ;Phragmipedium andreettae;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Cerrada   
4/7/2019;PRS1373-007    ;Phragmipedium andreettae (Autopoli);Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
13/8/2019;PRS1373-007    ;Phragmipedium andreettae (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
12/2/2010;PRH7618        ;Phragmipedium andreettae x Phrag. besseae;IC;P-101 N-C   ;EDISON LOJANO       ;  ;0;      ;0;-;Abierta   
5/7/2016;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
30/8/2016;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-101 N-A   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
2/4/2018;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
3/4/2018;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
30/5/2018;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
9/10/2019;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
5/3/2020;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
7/4/2020;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
22/5/2020;PRS11572       ;Phragmipedium anguloi;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
22/3/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
29/6/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;ANTONIO TENELANDA   ;  ;0;3000;0;-;Abierta   
10/7/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
20/7/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
12/9/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
17/9/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
1/10/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
9/11/2018;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
7/5/2019;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
9/5/2019;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
17/6/2019;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
25/9/2019;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
21/11/2019;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
8/6/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
9/6/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
25/6/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
31/7/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
25/9/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
3/10/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
6/11/2020;PRS11572-001   ;Phragmipedium anguloi (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
16/10/2020;PRH14838       ;Phragmipedium anguloi x Phragmipedium fischeri;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
7/8/2017;PRH12342       ;Phragmipedium anguloi x Phragmipedium kovachii;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;3000;0;-;Abierta   
25/6/2020;PRH14702       ;Phragmipedium anguloi x Phragmipedium Professor Braem;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
24/10/2012;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;ANTONIO TENELANDA   ;  ;0;2500;0;-;Cerrada   
18/3/2013;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;ANTONIO TENELANDA   ;  ;0;2500;0;-;Cerrada   
18/6/2014;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;ANTONIO TENELANDA   ;  ;0;2500;0;-;Abierta   
15/1/2016;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
5/4/2016;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
4/10/2016;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
4/10/2016;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
5/7/2017;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
26/9/2017;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-          ;                    ;  ;1;2500;0;-;Abierta   
23/10/2017;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
19/1/2018;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
7/2/2018;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
29/6/2018;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-102 N-F   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
13/8/2019;PRH9035        ;Phragmipedium Apollo;Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Abierta   
